location,latitude,longitude,area,bhk,bathrooms,parking,property_age,furnishing,property_type,price,city,source_id
Sector 49 Gurgaon,28.4127374,77.0555164,2700.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,24500000.0,Gurgaon,W71576856
Sector 50 Gurgaon,28.4268461,77.0584252,3200.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,26500000.0,Gurgaon,X71576734
Sector 50 Gurgaon,28.4268461,77.0584252,2700.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,32500000.0,Gurgaon,E71573632
Sector 50 Gurgaon,28.4268461,77.0584252,2650.0,4,4.0,,5,Semifurnished,Independent/Builder Floor,34500000.0,Gurgaon,V71573448
Sector 48 Gurgaon,28.4104903,77.0394627,1800.0,3,3.0,,5,Semifurnished,Independent/Builder Floor,18200000.0,Gurgaon,S71541018
Sector 50 Gurgaon,28.4268461,77.0584252,1750.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,19000000.0,Gurgaon,D71540894
Sector 45 Gurgaon,28.4449004,77.0663545,1900.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18200000.0,Gurgaon,J71540782
Sector 63A Gurgaon,28.4618719,77.05688,1850.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,E71539078
Sector 109 Gurgaon,28.5109205,77.0065956,1650.0,3,3.0,,2,Semifurnished,Apartment,19000006.0,Gurgaon,N71142574
Sector-33 Sohna,28.3241636,77.0848644,359.0,1,1.0,,1,Semifurnished,Apartment,2200000.0,Gurgaon,Y71696806
Sector-4 Sohna,28.3241636,77.0848644,468.0,2,2.0,,1,Semifurnished,Apartment,2550000.0,Gurgaon,N71654170
Sector 36 Sohna,28.4160012,77.1085564,531.0,2,2.0,,6,Semifurnished,Apartment,4000000.0,Gurgaon,B71653884
Sector-33 Sohna,28.3241636,77.0848644,342.0,1,1.0,,1,Semifurnished,Apartment,2200000.0,Gurgaon,M71653476
Sector-33 Sohna,28.3241636,77.0848644,609.96,2,2.0,,1,Semifurnished,Apartment,4050000.0,Gurgaon,P71653048
Sector 37C Gurgaon,28.4489095,76.9880502,1650.0,3,3.0,,2,Semifurnished,Apartment,9100000.0,Gurgaon,N71582360
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,3,3.0,,2,Semifurnished,Apartment,62500000.0,Gurgaon,L70495160
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,1,Semifurnished,Apartment,43000000.0,Gurgaon,G70111522
Sector 65 Gurgaon,28.4030162,77.0695893,3500.0,3,5.0,,1,Semifurnished,Apartment,80000000.0,Gurgaon,D70235802
Sector 65 Gurgaon,28.4030162,77.0695893,3400.0,3,3.0,,1,Semifurnished,Apartment,77500000.0,Gurgaon,G70235578
Sector 49 Gurgaon,28.4127374,77.0555164,2700.00000000027,4,4.0,,6,Semifurnished,Independent/Builder Floor,28500000.0,Gurgaon,U70783020
Sector 37C Gurgaon,28.4489095,76.9880502,1650.0,2,2.0,,1,Unknown,Apartment,5000000.0,Gurgaon,A71702762
Block C Palam Vihar,28.4829959,77.0333555,1950.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,15000000.0,Gurgaon,F71505792
Block C Palam Vihar,28.4829959,77.0333555,2000.0,3,3.0,,3,Semifurnished,Independent/Builder Floor,17500000.0,Gurgaon,G71497414
Sector 63A Gurgaon,28.4618719,77.05688,4800.0,4,3.0,,6,Unfurnished,Apartment,85000000.0,Gurgaon,U71438362
Sector 102 Gurgaon,28.4754872,76.9711747,1800.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,17500000.0,Gurgaon,P71247598
Sector 102 Gurgaon,28.4754872,76.9711747,1255.73,3,4.0,,6,Semifurnished,Apartment,18600000.0,Gurgaon,K70885200
Sector 106 Gurgaon,28.5060806,76.9967796,1130.0,3,4.0,,1,Semifurnished,Apartment,14000000.0,Gurgaon,X71241444
Sector 102 Gurgaon,28.4754872,76.9711747,1128.09,3,3.0,,6,Semifurnished,Apartment,21500000.0,Gurgaon,B71246944
Sector 104 Gurgaon,28.4795324,76.9937197,1082.2,3,3.0,,5,Semifurnished,Apartment,17500000.0,Gurgaon,T71242038
Sector 103 Gurgaon,28.493087,76.9866453,1650.0,2,2.0,,1,Semifurnished,Apartment,12000000.0,Gurgaon,U71241922
Sector 57 Gurgaon,28.4232478,77.0804487,2160.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,H70587142
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,6,Semifurnished,Apartment,44200000.0,Gurgaon,C71661852
Nirvana Country,28.4150509,77.0642955,1470.0,3,2.0,,2,Semifurnished,Apartment,17700000.0,Gurgaon,A71611408
Sector 106 Gurgaon,28.5060806,76.9967796,900.0,2,2.0,,5,Semifurnished,Apartment,15800000.0,Gurgaon,Y71479450
Sector 48 Gurgaon,28.4104903,77.0394627,1410.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18200000.0,Gurgaon,X71413942
Sector 70 Gurgaon,28.3947261,77.0223138,1700.0,3,3.0,,6,Semifurnished,Apartment,17000000.0,Gurgaon,B71385386
Sector 70 Gurgaon,28.3947261,77.0223138,950.0,3,3.0,,6,Semifurnished,Apartment,12222222.0,Gurgaon,L71384660
Sector 88B Gurgaon,28.4420223,76.9538495,1300.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,13000000.0,Gurgaon,X71362638
Sector 31 Gurgaon,28.4540044,77.0497179,253.0,3,3.0,,6,Unfurnished,Independent/Builder Floor,26000000.0,Gurgaon,M71256658
Sector 67 Gurgaon,28.3864052,77.0598046,550.0,2,2.0,,6,Semifurnished,Apartment,6000000.0,Gurgaon,O71255850
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,4,4.0,,1,Semifurnished,Apartment,125000000.0,Gurgaon,R71215454
Sohna,28.3241636,77.0848644,1081.0,3,2.0,,6,Semifurnished,Independent/Builder Floor,8500000.0,Gurgaon,U71172992
Sector 65 Gurgaon,28.4030162,77.0695893,1600.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24000000.0,Gurgaon,J71161728
Sector 85 Gurgaon,28.3985762,76.9547447,1312.0,2,2.0,,1,Semifurnished,Apartment,13200000.0,Gurgaon,O71124062
Sector 54 Gurgaon,28.433569,77.1055815,1650.0,3,4.0,,3,Semifurnished,Apartment,51500000.0,Gurgaon,K68362350
Sector 109 Gurgaon,28.5109205,77.0065956,1200.0,3,3.0,,1,Semifurnished,Apartment,16000000.0,Gurgaon,K70952816
Sector 102 Gurgaon,28.4754872,76.9711747,1100.0,3,3.0,,1,Semifurnished,Apartment,18200000.0,Gurgaon,H70952710
Sector 63 Gurgaon,28.3964476,77.086498,1627.0,3,4.0,,6,Semifurnished,Independent/Builder Floor,34000000.0,Gurgaon,X70898972
Sector 63 Gurgaon,28.3964476,77.086498,1850.0,4,5.0,,6,Semifurnished,Independent/Builder Floor,41000000.0,Gurgaon,A70898912
Sector 53 Gurgaon,28.4487856,77.0988212,1650.0,4,5.0,,3,Semifurnished,Apartment,49500000.0,Gurgaon,O70341176
Sector 88A Gurgaon,28.4337898,76.9539433,1084.0,3,2.0,,1,Semifurnished,Apartment,11500000.0,Gurgaon,V71782848
Sector 99 Gurgaon,28.4645549,76.9628585,1650.0,2,2.0,,1,Semifurnished,Apartment,12000000.0,Gurgaon,E71731512
Sector 99 Gurgaon,28.4645549,76.9628585,1720.0,3,3.0,,1,Semifurnished,Apartment,18275248.0,Gurgaon,G71626234
Sector 99 Gurgaon,28.4645549,76.9628585,1416.0,3,3.0,,1,Semifurnished,Apartment,15045019.0,Gurgaon,J71626024
Sector 99A Gurgaon,28.4554059,76.9510278,1597.0,3,5.0,,1,Unknown,Apartment,16975033.0,Gurgaon,C71625804
Sector 92 Gurgaon,28.4089049,76.9155232,1650.0,4,5.0,,6,Semifurnished,Apartment,22000000.0,Gurgaon,I71564600
Sector 69 Gurgaon,28.3960701,77.0372311,1150.0,3,3.0,,1,Semifurnished,Apartment,17700000.0,Gurgaon,P71539202
Sector 69 Gurgaon,28.3960701,77.0372311,1150.0,3,3.0,,1,Semifurnished,Apartment,17500001.0,Gurgaon,V71539434
Sector 67 Gurgaon,28.3864052,77.0598046,2000.0,3,4.0,,1,Unknown,Apartment,35000000.0,Gurgaon,Z71551436
Dlf Phase 4,28.4919048,77.0937804,1800.0,3,4.0,,2,Semifurnished,Apartment,36000000.0,Gurgaon,E71549732
Sector 84 Gurgaon,28.4035469,76.9677894,1100.0,2,2.0,,1,Semifurnished,Apartment,10000000.0,Gurgaon,X71484070
Sector 111 Gurgaon,28.5222773,77.0336203,1650.0,4,5.0,,2,Semifurnished,Apartment,38500000.0,Gurgaon,X71530466
Sector 104 Gurgaon,28.4795324,76.9937197,861.97,3,2.0,,5,Semifurnished,Apartment,13900000.0,Gurgaon,W71509176
Gwal Pahari,28.4326344,77.1480585,1020.0,3,3.0,,5,Unfurnished,Independent/Builder Floor,16485240.0,Gurgaon,K71482576
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,2,3.0,,1,Semifurnished,Apartment,12800000.0,Gurgaon,O66846568
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,2,2.0,,1,Semifurnished,Apartment,12500000.0,Gurgaon,G66846598
Sector 83 Gurgaon,28.3963578,76.9654747,1500.0,3,3.0,,1,Semifurnished,Apartment,12500000.0,Gurgaon,M69428292
Sector-33 Sohna,28.3241636,77.0848644,1411.0,3,3.0,,5,Semifurnished,Apartment,19000000.0,Gurgaon,L71451198
Sector 67 Gurgaon,28.3864052,77.0598046,2000.0,4,4.0,,1,Semifurnished,Apartment,35000000.0,Gurgaon,X71440818
Sector 70 Gurgaon,28.3947261,77.0223138,1900.0,4,5.0,,2,Semifurnished,Apartment,23000000.0,Gurgaon,O71355608
Sector 69 Gurgaon,28.3960701,77.0372311,1034.31,3,3.0,,5,Semifurnished,Apartment,17000000.0,Gurgaon,F71341428
Sector-33 Sohna,28.3241636,77.0848644,2400.0,4,4.0,,6,Unfurnished,Independent/Builder Floor,37500000.0,Gurgaon,Z71336556
Mg Road,28.4769607,77.0662688,2777.0,4,6.0,,5,Semifurnished,Apartment,62500000.0,Gurgaon,J71336560
Sohna,28.3241636,77.0848644,645.0,3,2.0,,1,Semifurnished,Independent/Builder Floor,7650000.0,Gurgaon,P71287284
Sohna,28.3241636,77.0848644,645.0,3,2.0,,1,Semifurnished,Independent/Builder Floor,7800000.0,Gurgaon,D71286832
Sohna,28.3241636,77.0848644,645.0,3,2.0,,1,Semifurnished,Independent/Builder Floor,7750000.0,Gurgaon,G70717678
Sector 65 Gurgaon,28.4030162,77.0695893,3700.0,3,4.0,,1,Semifurnished,Apartment,66800000.0,Gurgaon,Z64568610
Sector 49 Gurgaon,28.4127374,77.0555164,4160.0,4,4.0,,1,Semifurnished,Apartment,65000000.0,Gurgaon,V71257466
Sector 28 Gurgaon,28.4794143,77.0833588,2000.0,3,4.0,,2,Semifurnished,Apartment,31500000.0,Gurgaon,U71256284
Sector 59 Gurgaon,28.4030162,77.1066682,3025.0,3,4.0,,1,Semifurnished,Apartment,62000000.0,Gurgaon,E71255858
Sector 84 Gurgaon,28.4035469,76.9677894,1250.0,2,2.0,,1,Semifurnished,Apartment,12500000.0,Gurgaon,A71188104
Sector-33 Sohna,28.3241636,77.0848644,1000.0,2,2.0,,5,Semifurnished,Apartment,11000000.0,Gurgaon,G71157088
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,4.0,,5,Semifurnished,Apartment,43200000.0,Gurgaon,X69871980
Sector 79 Gurgaon,28.4618719,77.05688,1700.0,3,4.0,,6,Semifurnished,Apartment,18500000.0,Gurgaon,N69921732
Sector 82 Gurgaon,28.3932827,76.9545277,1700.0,3,3.0,,1,Semifurnished,Apartment,13000000.0,Gurgaon,X71026738
Sector 84 Gurgaon,28.4035469,76.9677894,1150.0,2,2.0,,1,Semifurnished,Apartment,12500000.0,Gurgaon,H70880132
Sector 65 Gurgaon,28.4030162,77.0695893,1650.0,2,2.0,,5,Semifurnished,Apartment,20000000.0,Gurgaon,T71009550
Sector 62 Gurgaon,28.407697,77.0823781,2000.0,3,3.0,,6,Semifurnished,Apartment,42500000.0,Gurgaon,N70991200
South City 2,28.4188806,77.0439211,3240.00000000032,4,5.0,,6,Semifurnished,Independent/Builder Floor,31500000.0,Gurgaon,R70912114
Sector 85 Gurgaon,28.3985762,76.9547447,1650.0,4,5.0,,6,Semifurnished,Apartment,31600000.0,Gurgaon,Y70427012
Sector 107 Gurgaon,28.506941,76.9752137,1100.0,2,2.0,,1,Semifurnished,Apartment,9900000.0,Gurgaon,V70512914
Sector 28 Gurgaon,28.4794143,77.0833588,1960.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,A70431404
Sector 89 Gurgaon,28.4184455,76.9457567,524.0,2,2.0,,5,Semifurnished,Apartment,3800000.0,Gurgaon,G64721654
Sector 42 Gurgaon,28.4487856,77.0988212,1935.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,18000000.0,Gurgaon,V70270666
Sector 37D Gurgaon,28.4480039,76.9697682,1313.0,3,3.0,,1,Semifurnished,Apartment,16800000.0,Gurgaon,Y67947092
Dlf Phase 2,28.483901,77.0846097,1650.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,34000000.0,Gurgaon,W68841016
Sector 51 Gurgaon,28.4287011,77.0666877,3078.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,34000000.0,Gurgaon,G70168234
Sushant Lok Phase 1,28.4545693,77.0826249,7317.0,5,6.0,,6,Semifurnished,Independent/Builder Floor,92500000.0,Gurgaon,F69986330
Sector 89 Gurgaon,28.4184455,76.9457567,645.29,3,2.0,,5,Semifurnished,Apartment,4700000.0,Gurgaon,B67530386
Sector 106 Gurgaon,28.5060806,76.9967796,1650.0,2,2.0,,5,Semifurnished,Independent House/Villa,10800000.0,Gurgaon,X66273054
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,3.0,,1,Semifurnished,Apartment,31000000.0,Gurgaon,B71562552
Sector 108 Gurgaon,28.5128994,76.9823615,1650.0,3,4.0,,1,Semifurnished,Apartment,37000000.0,Gurgaon,L71648878
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,4.0,,1,Semifurnished,Apartment,36500000.0,Gurgaon,F71564790
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,4,4.0,,1,Semifurnished,Apartment,51500000.0,Gurgaon,G71563246
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,4,4.0,,2,Semifurnished,Apartment,29500000.0,Gurgaon,E71336702
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,4,4.0,,2,Semifurnished,Apartment,27000000.0,Gurgaon,I70999134
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,4.0,,2,Semifurnished,Apartment,23000000.0,Gurgaon,M70996858
Sector 70A Gurgaon,28.3846684,77.0220391,1650.0,2,2.0,,6,Semifurnished,Apartment,12800000.0,Gurgaon,V71014264
Sector 37D Gurgaon,28.4480039,76.9697682,2450.0,4,4.0,,1,Semifurnished,Apartment,22400000.0,Gurgaon,U71353516
Sohna,28.3241636,77.0848644,1650.0,2,2.0,,1,Semifurnished,Apartment,4400000.0,Gurgaon,N71353196
Sector 48 Gurgaon,28.4104903,77.0394627,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,28500000.0,Gurgaon,G71182734
Sector 52 Gurgaon,28.4368166,77.0795276,2160.00000000021,3,3.0,,1,Semifurnished,Independent/Builder Floor,22000000.0,Gurgaon,V71174692
Sector 70 Gurgaon,28.3947261,77.0223138,1900.0,3,4.0,,1,Unfurnished,Apartment,18500000.0,Gurgaon,A71122342
Sector 67 Gurgaon,28.3864052,77.0598046,1650.0,3,3.0,,1,Semifurnished,Apartment,33000000.0,Gurgaon,H70996358
Sector 70 Gurgaon,28.3947261,77.0223138,1800.0,3,4.0,,1,Semifurnished,Apartment,20000000.0,Gurgaon,Y71050084
Sector 69 Gurgaon,28.3960701,77.0372311,1034.31,3,3.0,,5,Semifurnished,Apartment,15800000.0,Gurgaon,F71033468
Sector 70A Gurgaon,28.3846684,77.0220391,1650.0,3,3.0,,6,Semifurnished,Apartment,18000000.0,Gurgaon,M70775348
South City 2,28.4188806,77.0439211,3240.00000000032,4,4.0,,1,Semifurnished,Independent/Builder Floor,28500000.0,Gurgaon,J68796342
Sector 84 Gurgaon,28.4035469,76.9677894,1650.0,2,2.0,,1,Semifurnished,Apartment,9349999.0,Gurgaon,Q70191018
Sector 84 Gurgaon,28.4035469,76.9677894,1650.0,3,4.0,,1,Semifurnished,Apartment,14299999.0,Gurgaon,R70190852
Sector 86 Gurgaon,28.3981205,76.9411257,1650.0,4,4.0,,2,Semifurnished,Apartment,15999999.0,Gurgaon,U70191776
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,5,Unfurnished,Apartment,36000000.0,Gurgaon,U70947738
Sushant Lok Phase 1,28.4545693,77.0826249,1600.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,16200000.0,Gurgaon,W71568218
Sector 57 Gurgaon,28.4232478,77.0804487,1600.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,15900000.0,Gurgaon,B71568042
Sector 57 Gurgaon,28.4232478,77.0804487,1500.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,16000000.0,Gurgaon,W71567574
Sushant Lok Phase 1,28.4545693,77.0826249,1600.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,29000000.0,Gurgaon,S71567224
Sushant Lok Phase 1,28.4545693,77.0826249,2500.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,31500000.0,Gurgaon,L71564540
Sector 67A Gurgaon,28.4618719,77.05688,600.0,2,2.0,,1,Semifurnished,Apartment,6500000.0,Gurgaon,X71445706
Dlf Phase 2,28.483901,77.0846097,3800.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,63500000.0,Gurgaon,L71443844
Dlf Phase 5,28.503445,77.0952048,294.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,43500000.0,Gurgaon,R71442904
Sector 49 Gurgaon,28.4127374,77.0555164,1950.0,3,3.0,,2,Semifurnished,Apartment,23300000.0,Gurgaon,X69849718
Sector 63 Gurgaon,28.3964476,77.086498,1850.0,4,4.0,,5,Semifurnished,Apartment,46000000.0,Gurgaon,P68647190
Sector 59 Gurgaon,28.4030162,77.1066682,1650.0,3,3.0,,5,Semifurnished,Apartment,52000000.0,Gurgaon,P66543416
Dlf Phase 2,28.483901,77.0846097,2433.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,41000000.0,Gurgaon,X71783784
Sushant Lok Phase 1,28.4545693,77.0826249,2400.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,42500000.0,Gurgaon,W71782558
Sushant Lok Phase 1,28.4545693,77.0826249,2500.0,4,4.0,,6,Semifurnished,Independent/Builder Floor,38500000.0,Gurgaon,R71780632
Sector 47 Gurgaon,28.4268461,77.0584252,1650.0,3,3.0,,2,Semifurnished,Apartment,18900000.0,Gurgaon,M71778790
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,3,3.0,,1,Semifurnished,Apartment,42900000.0,Gurgaon,N71715006
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,2,2.0,,1,Semifurnished,Apartment,27000000.0,Gurgaon,I71714268
Sector 62 Gurgaon,28.407697,77.0823781,1650.0,2,2.0,,1,Semifurnished,Apartment,26400000.0,Gurgaon,Y71714114
Dlf Phase 1,28.4765171,77.090194,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,38500000.0,Gurgaon,B70270792
Mg Road,28.4769607,77.0662688,3150.0,4,4.0,,6,Semifurnished,Apartment,70000000.0,Gurgaon,R71700050
Mg Road,28.4769607,77.0662688,3150.0,4,4.0,,6,Semifurnished,Apartment,69000000.0,Gurgaon,V71699788
Sector 54 Gurgaon,28.433569,77.1055815,1650.0,4,4.0,,3,Semifurnished,Apartment,77000000.0,Gurgaon,B71657830
Dlf Phase 1,28.4765171,77.090194,4500.00000000045,4,4.0,,1,Semifurnished,Independent/Builder Floor,45900000.0,Gurgaon,G70270662
Dlf Phase 1,28.4765171,77.090194,1600.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24500000.0,Gurgaon,O70270882
Sector-33 Sohna,28.3241636,77.0848644,800.0,2,2.0,,5,Semifurnished,Independent/Builder Floor,11800000.0,Gurgaon,R71537696
Sushant Lok Phase 1,28.4545693,77.0826249,2205.00000000022,4,4.0,,1,Semifurnished,Independent/Builder Floor,24500000.0,Gurgaon,Y69139538
Nirvana Country,28.4150509,77.0642955,2200.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,39900000.0,Gurgaon,X71497168
Nirvana Country,28.4150509,77.0642955,1900.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,32900000.0,Gurgaon,P71497058
Sector 84 Gurgaon,28.4035469,76.9677894,1033.0,2,2.0,,1,Unfurnished,Apartment,11000000.0,Gurgaon,W71252494
Sushant Lok Phase 3,28.464228,77.076724,2160.00000000021,3,3.0,,1,Semifurnished,Independent/Builder Floor,19900000.0,Gurgaon,N68796040
Sushant Lok Phase 2,28.464228,77.076724,1620.00000000016,3,3.0,,1,Semifurnished,Independent/Builder Floor,15500000.0,Gurgaon,H71292558
Sector 57 Gurgaon,28.4232478,77.0804487,1728.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,11800000.0,Gurgaon,F71479516
Sector 56 Gurgaon,28.4252244,77.0992377,1620.0,3,3.0,,6,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,J71479164
Dlf Phase 3,28.4919048,77.0937804,4400.0,3,3.0,,1,Semifurnished,Apartment,57500000.0,Gurgaon,S71442578
Sector 57 Gurgaon,28.4232478,77.0804487,1500.0,3,3.0,,1,Unknown,Independent/Builder Floor,16900000.0,Gurgaon,C71423282
Dlf Phase 2,28.483901,77.0846097,1935.00000000019,3,3.0,,1,Semifurnished,Independent/Builder Floor,23000000.0,Gurgaon,Z71382892
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,15900000.0,Gurgaon,F71359728
Sector 56 Gurgaon,28.4252244,77.0992377,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,25900000.0,Gurgaon,K70934374
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,O71292388
Sector 57 Gurgaon,28.4232478,77.0804487,1800.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,14900000.0,Gurgaon,Q71292322
Dlf Phase 3,28.4919048,77.0937804,4500.00000000045,4,4.0,,1,Semifurnished,Independent/Builder Floor,52400000.0,Gurgaon,V71282904
Ardee City,28.4410412,77.0792079,2160.00000000021,3,3.0,,2,Semifurnished,Independent/Builder Floor,13900000.0,Gurgaon,Q71260742
Dlf Phase 1,28.4765171,77.090194,1600.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,19900000.0,Gurgaon,K70980152
Dlf Phase 1,28.4765171,77.090194,1800.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,24900000.0,Gurgaon,P71221132
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,I68832194
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,17500000.0,Gurgaon,N69821992
Sector 57 Gurgaon,28.4232478,77.0804487,1900.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,18900000.0,Gurgaon,P69481792
Sector 57 Gurgaon,28.4232478,77.0804487,2430.00000000024,3,3.0,,1,Semifurnished,Independent/Builder Floor,22500000.0,Gurgaon,O70946736
Sushant Lok Phase 2,28.464228,77.076724,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,25900000.0,Gurgaon,Q69830656
Sector 56 Gurgaon,28.4252244,77.0992377,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,29800000.0,Gurgaon,C69986764
Sushant Lok Phase 2,28.464228,77.076724,1620.00000000016,3,3.0,,1,Semifurnished,Independent/Builder Floor,15600000.0,Gurgaon,H68138172
Sushant Lok Phase 1,28.4545693,77.0826249,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,36500000.0,Gurgaon,G69974350
Dlf Phase 4,28.4919048,77.0937804,4500.00000000045,4,4.0,,1,Semifurnished,Independent/Builder Floor,64900000.0,Gurgaon,V70803616
Sector 59 Gurgaon,28.4030162,77.1066682,3620.0,4,4.0,,2,Semifurnished,Apartment,74900000.0,Gurgaon,U71029140
Sector 52 Gurgaon,28.4368166,77.0795276,1728.00000000017,3,3.0,,1,Semifurnished,Independent/Builder Floor,19900000.0,Gurgaon,T71022792
Sector 27 Gurgaon,28.4646566,77.0839505,2200.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,23100000.0,Gurgaon,V71008890
Sector 57 Gurgaon,28.4232478,77.0804487,2250.00000000022,3,3.0,,1,Semifurnished,Independent/Builder Floor,21500000.0,Gurgaon,Z69829388
Sushant Lok Phase 3,28.464228,77.076724,1450.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,18900000.0,Gurgaon,W70803506
Sushant Lok Phase 3,28.464228,77.076724,2160.00000000021,3,3.0,,1,Semifurnished,Independent/Builder Floor,19900000.0,Gurgaon,G70799530
Sushant Lok Phase 3,28.464228,77.076724,1620.00000000016,3,3.0,,1,Semifurnished,Independent/Builder Floor,14900000.0,Gurgaon,Y70799272
Sector 57 Gurgaon,28.4232478,77.0804487,1400.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,15200000.0,Gurgaon,L70862512
Sector 57 Gurgaon,28.4232478,77.0804487,2367.00000000023,3,3.0,,1,Semifurnished,Independent/Builder Floor,22300000.0,Gurgaon,W69828928
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,26900000.0,Gurgaon,D69481304
Ardee City,28.4410412,77.0792079,1900.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,18900000.0,Gurgaon,T70988412
Sushant Lok Phase 1,28.4545693,77.0826249,1935.00000000019,3,3.0,,6,Semifurnished,Independent/Builder Floor,26500000.0,Gurgaon,W69221238
Sector 57 Gurgaon,28.4232478,77.0804487,1900.0,4,4.0,,1,Semifurnished,Independent/Builder Floor,22200000.0,Gurgaon,Z69821912
Sector 46 Gurgaon,28.4268461,77.0584252,2367.00000000023,3,3.0,,1,Semifurnished,Independent/Builder Floor,25900000.0,Gurgaon,X69823556
Sushant Lok Phase 3,28.464228,77.076724,162.000000000016,3,3.0,,1,Semifurnished,Independent/Builder Floor,15900000.0,Gurgaon,E70834394
Sector 57 Gurgaon,28.4232478,77.0804487,1836.00000000018,3,3.0,,1,Semifurnished,Independent/Builder Floor,17000000.0,Gurgaon,I70834550
Sushant Lok Phase 2,28.464228,77.076724,2700.00000000027,4,4.0,,1,Semifurnished,Independent/Builder Floor,28000000.0,Gurgaon,H70936008
Sushant Lok Phase 2,28.464228,77.076724,1400.0,3,3.0,,1,Semifurnished,Independent/Builder Floor,16500000.0,Gurgaon,V69810018
Sector 56 Gurgaon,28.4252244,77.0992377,1809.00000000018,3,3.0,,2,Semifurnished,Independent/Builder Floor,12500000.0,Gurgaon,P70799178
Sector 56 Gurgaon,28.4252244,77.0992377,3240.00000000032,4,4.0,,1,Semifurnished,Independent/Builder Floor,32500000.0,Gurgaon,C70799092
